Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Year,Order Month,Order Month Name,Order Quarter,Shipping Days,Profit Margin
CA-575130,2024-01-16,2025-05-01,Same Day,CUST-7041,Natalie Simmons,Corporate,West,Furniture,Chairs,Re-engineered background orchestration,398.99,7,0.06,338.95,2024,1,January,1,471,84.95200380961928
CA-906810,2024-12-08,2025-05-02,First Class,CUST-1898,Timothy Wilkinson,Corporate,West,Furniture,Chairs,Persistent 24/7 definition,1898.28,2,0.43,90.28,2024,12,December,4,145,4.7558842741850516
CA-155493,2023-11-09,2025-04-11,Standard Class,CUST-7997,Thomas Mitchell,Corporate,West,Office Supplies,Binders,Customizable human-resource success,4369.78,2,0.1,760.09,2023,11,November,4,519,17.394239526932708
CA-695995,2024-03-22,2025-05-05,Standard Class,CUST-1191,Shawn Little,Consumer,West,Technology,Copiers,Function-based non-volatile portal,2701.42,3,0.34,175.21,2024,3,March,1,409,6.485848183547913
CA-888928,2024-08-18,2025-04-21,Same Day,CUST-6809,David Meyer,Home Office,South,Furniture,Chairs,Self-enabling mobile groupware,2300.32,10,0.26,722.29,2024,8,August,3,246,31.39954441121235
CA-430701,2023-07-04,2025-05-05,Second Class,CUST-7412,Tricia Ortega,Home Office,Central,Furniture,Tables,Visionary motivating framework,3653.85,6,0.46,624.79,2023,7,July,3,671,17.099497790002328
CA-392138,2025-03-10,2025-04-27,Standard Class,CUST-3637,Kimberly Ingram,Corporate,Central,Office Supplies,Paper,Multi-channeled demand-driven solution,2673.72,7,0.34,254.82,2025,3,March,1,48,9.530541717158117
CA-104126,2024-10-16,2025-04-23,Second Class,CUST-2638,Denise Merritt,Corporate,West,Office Supplies,Labels,Virtual mobile moderator,476.3,9,0.15,236.01,2024,10,October,4,189,49.5507033382322
CA-965428,2023-10-10,2025-04-15,Same Day,CUST-8464,Micheal Calderon,Home Office,South,Technology,Phones,Advanced system-worthy service-desk,667.28,8,0.2,260.41,2023,10,October,4,553,39.025596451264846
CA-730355,2024-12-26,2025-04-13,Same Day,CUST-8828,Linda Alexander,Consumer,South,Furniture,Chairs,Intuitive attitude-oriented orchestration,2097.31,7,0.34,67.85,2024,12,December,4,108,3.235096385369831
CA-466051,2024-03-04,2025-04-11,Standard Class,CUST-2659,David Morgan,Home Office,West,Furniture,Furnishings,Stand-alone motivating emulation,31.69,3,0.41,221.25,2024,3,March,1,403,698.1697696434206
CA-675235,2024-07-24,2025-04-19,Second Class,CUST-4707,Michael Thomas,Corporate,West,Office Supplies,Binders,Cross-platform scalable firmware,4512.92,2,0.23,827.75,2024,7,July,3,269,18.34178314705335
CA-208229,2024-03-29,2025-04-16,Second Class,CUST-7932,Michael Franco,Corporate,East,Technology,Machines,Visionary contextually-based throughput,4707.61,5,0.12,379.99,2024,3,March,1,383,8.0718241315657
CA-820596,2023-09-22,2025-04-22,Same Day,CUST-3386,Brian Jones,Home Office,South,Technology,Machines,Inverse global implementation,1839.02,10,0.19,598.63,2023,9,September,3,578,32.551576383073595
CA-411957,2024-08-13,2025-05-07,Same Day,CUST-6942,William Perez,Consumer,South,Technology,Accessories,Ergonomic directional architecture,3231.96,5,0.24,489.58,2024,8,August,3,267,15.148083515885096
CA-251657,2023-09-07,2025-04-22,Standard Class,CUST-8695,Stephanie Wood,Corporate,East,Furniture,Tables,Configurable user-facing budgetary management,3504.71,2,0.28,-17.63,2023,9,September,3,593,-0.5030373411780147
CA-496998,2023-06-06,2025-04-30,Standard Class,CUST-6218,Lisa Carrillo,Home Office,Central,Furniture,Chairs,Reverse-engineered clear-thinking contingency,1587.67,8,0.18,234.75,2023,6,June,2,694,14.785818211593089
CA-516317,2023-05-25,2025-04-18,Same Day,CUST-4829,Angie Anderson,Home Office,Central,Office Supplies,Labels,Devolved incremental orchestration,3370.77,1,0.03,783.97,2023,5,May,2,694,23.257890630330756
CA-620804,2023-07-15,2025-05-01,Second Class,CUST-3246,Veronica Black,Consumer,West,Office Supplies,Binders,De-engineered fault-tolerant circuit,3230.42,6,0.19,316.91,2023,7,July,3,656,9.810179481305836
CA-283690,2023-07-26,2025-04-11,Same Day,CUST-2509,Jason Bailey,Home Office,Central,Technology,Machines,Inverse regional productivity,3488.45,1,0.07,571.03,2023,7,July,3,625,16.369161088735684
CA-668088,2023-08-04,2025-04-21,First Class,CUST-2421,Debra Levine DVM,Corporate,Central,Technology,Machines,Streamlined optimizing open system,3807.75,7,0.02,-70.02,2023,8,August,3,626,-1.8388812290722867
CA-671038,2024-06-05,2025-04-13,First Class,CUST-5548,Kevin Perez,Corporate,South,Furniture,Furnishings,Synergized client-driven toolset,4163.29,2,0.34,923.85,2024,6,June,2,312,22.190383086453263
CA-206704,2024-03-10,2025-04-12,Same Day,CUST-3813,Holly Ramirez,Corporate,West,Furniture,Bookcases,Persistent dedicated website,1537.86,1,0.45,67.1,2024,3,March,1,398,4.363206013551299
CA-821131,2023-04-14,2025-05-03,First Class,CUST-4614,Desiree Stephenson,Corporate,South,Technology,Accessories,Exclusive hybrid superstructure,214.91,6,0.39,438.46,2023,4,April,2,750,204.02028756223535
CA-182131,2023-11-13,2025-04-25,Second Class,CUST-1596,Mark Parker,Corporate,South,Furniture,Chairs,Horizontal contextually-based adapter,30.46,2,0.28,37.37,2023,11,November,4,529,122.6854891661195
CA-262695,2025-01-20,2025-04-22,First Class,CUST-8652,Lawrence Harrison,Consumer,East,Technology,Copiers,Monitored system-worthy framework,4708.04,7,0.29,346.02,2025,1,January,1,92,7.349555228927536
CA-786077,2023-07-30,2025-04-13,Standard Class,CUST-3052,Linda Smith,Corporate,West,Furniture,Tables,Visionary high-level superstructure,1289.95,5,0.31,217.22,2023,7,July,3,623,16.839412380324816
CA-450452,2023-12-17,2025-04-26,Standard Class,CUST-6032,Lacey Bryan,Consumer,West,Technology,Accessories,Networked asymmetric solution,4352.49,8,0.2,907.24,2023,12,December,4,496,20.844160469064835
CA-164719,2024-02-22,2025-05-08,Standard Class,CUST-7057,Kristina Green,Consumer,Central,Furniture,Bookcases,Optional foreground process improvement,3074.49,7,0.19,278.32,2024,2,February,1,441,9.052558310484017
CA-945460,2024-05-29,2025-04-29,First Class,CUST-5536,Ian Gutierrez,Consumer,East,Furniture,Bookcases,Public-key attitude-oriented collaboration,4142.64,10,0.46,281.57,2024,5,May,2,335,6.796873491300233
CA-202718,2025-02-10,2025-04-23,Second Class,CUST-3911,April Edwards,Consumer,East,Office Supplies,Art,Managed zero tolerance paradigm,3551.76,7,0.03,46.19,2025,2,February,1,72,1.3004820145505325
CA-288006,2024-01-16,2025-04-09,First Class,CUST-2042,Martin Williams,Consumer,West,Technology,Computers,Profound motivating capability,307.58,4,0.01,706.13,2024,1,January,1,449,229.57604525651863
CA-115880,2023-04-12,2025-04-23,Second Class,CUST-3153,Carrie Liu,Consumer,South,Office Supplies,Labels,Multi-layered human-resource solution,4274.64,8,0.43,604.92,2023,4,April,2,742,14.151367132670819
CA-754655,2024-12-10,2025-04-30,Standard Class,CUST-7930,Jeffrey Case,Home Office,South,Furniture,Tables,Re-engineered discrete neural-net,3453.39,3,0.35,794.25,2024,12,December,4,141,22.999139975502334
CA-507046,2024-12-11,2025-04-29,Second Class,CUST-8686,Christopher Lucas,Home Office,West,Technology,Phones,Seamless non-volatile customer loyalty,2677.13,5,0.21,734.37,2024,12,December,4,139,27.431241665514932
CA-267391,2024-09-25,2025-04-13,First Class,CUST-3732,Melissa Kennedy,Home Office,Central,Technology,Computers,Reduced intermediate hardware,1796.56,8,0.41,264.41,2024,9,September,3,200,14.717571358596432
CA-779744,2023-08-27,2025-04-27,Standard Class,CUST-2540,Chad Edwards,Home Office,East,Office Supplies,Paper,User-centric stable frame,4410.37,8,0.44,215.41,2023,8,August,3,609,4.884170715835633
CA-197757,2023-10-22,2025-04-18,Standard Class,CUST-1512,Steven Wright,Consumer,West,Technology,Computers,Fundamental 6thgeneration support,4292.76,1,0.43,60.59,2023,10,October,4,544,1.411446249033256
CA-375166,2025-02-20,2025-04-11,Standard Class,CUST-3342,Kimberly Henry,Consumer,Central,Technology,Machines,Customizable user-facing Graphic Interface,1871.71,4,0.09,324.54,2025,2,February,1,50,17.339224559360158
CA-102162,2023-10-13,2025-04-28,Standard Class,CUST-9447,Stephen Davis,Home Office,South,Technology,Computers,Object-based 4thgeneration moratorium,2410.17,5,0.33,199.5,2023,10,October,4,563,8.277424414045482
CA-237804,2024-01-06,2025-05-03,Second Class,CUST-6545,Andrea Fisher,Corporate,West,Technology,Accessories,Upgradable neutral Local Area Network,4079.82,9,0.16,718.96,2024,1,January,1,483,17.62234608389586
CA-101445,2024-10-12,2025-04-28,Standard Class,CUST-3019,Ryan Soto,Home Office,East,Technology,Phones,Universal well-modulated emulation,265.18,8,0.07,474.51,2024,10,October,4,198,178.93883399954746
CA-868617,2024-08-29,2025-05-06,Second Class,CUST-8463,Mary Morrison,Corporate,South,Furniture,Chairs,Synchronized background conglomeration,1096.16,1,0.29,-89.8,2024,8,August,3,250,-8.192234710261275
CA-953018,2024-02-21,2025-05-07,Standard Class,CUST-7316,Pamela Thomas,Consumer,West,Furniture,Chairs,Triple-buffered multi-tasking parallelism,4465.1,7,0.26,302.95,2024,2,February,1,441,6.784842444738079
CA-973064,2024-04-24,2025-04-21,Second Class,CUST-7038,Jerry Griffin,Corporate,South,Office Supplies,Art,Centralized bottom-line support,92.4,7,0.31,658.3,2024,4,April,2,362,712.4458874458874
CA-895542,2023-07-15,2025-04-30,Same Day,CUST-3144,Tammy Coleman,Corporate,Central,Furniture,Furnishings,Reactive web-enabled approach,2448.36,9,0.43,138.58,2023,7,July,3,655,5.66011534251499
CA-298807,2025-03-05,2025-04-13,Standard Class,CUST-4839,Tammy Clark,Consumer,South,Furniture,Tables,Face-to-face 5thgeneration database,2816.61,9,0.41,604.47,2025,3,March,1,39,21.460905130635762
CA-920871,2024-04-27,2025-04-14,Same Day,CUST-4696,Kathryn Cole,Corporate,West,Office Supplies,Labels,Grass-roots demand-driven productivity,697.46,7,0.18,708.75,2024,4,April,2,352,101.61873082327301
CA-798225,2024-12-11,2025-04-24,Second Class,CUST-8255,Ernest Villarreal,Home Office,West,Furniture,Chairs,Diverse high-level Local Area Network,4629.93,9,0.33,49.62,2024,12,December,4,134,1.0717224666463638
CA-122670,2023-09-20,2025-04-09,First Class,CUST-5733,Caitlin Miller,Consumer,Central,Office Supplies,Storage,Centralized bi-directional leverage,3935.99,3,0.45,231.35,2023,9,September,3,567,5.877809648906628
CA-267183,2024-11-14,2025-04-15,First Class,CUST-4997,Tracy Smith,Home Office,East,Technology,Accessories,Programmable asymmetric superstructure,2480.12,1,0.29,148.2,2024,11,November,4,152,5.97551731367837
CA-735082,2023-10-15,2025-04-17,Standard Class,CUST-5838,Monique Gardner,Consumer,South,Technology,Copiers,Re-engineered hybrid implementation,3457.62,4,0.1,256.91,2023,10,October,4,550,7.430255493663272
CA-252258,2024-07-17,2025-05-01,Same Day,CUST-5632,Matthew Roberts,Corporate,South,Technology,Accessories,Down-sized even-keeled standardization,1221.5,10,0.34,93.12,2024,7,July,3,288,7.62341383544822
CA-197186,2025-01-28,2025-04-23,First Class,CUST-6375,Cory Ibarra,Consumer,West,Office Supplies,Labels,Diverse secondary infrastructure,4302.66,3,0.48,282.11,2025,1,January,1,85,6.55664170536366
CA-651940,2025-01-31,2025-04-14,Second Class,CUST-8584,Richard Neal,Home Office,West,Furniture,Chairs,Visionary mobile projection,1189.8,6,0.29,747.31,2025,1,January,1,73,62.809715918641785
CA-979216,2024-01-25,2025-04-23,Same Day,CUST-8074,Carlos Roy,Home Office,West,Technology,Accessories,Robust contextually-based ability,2453.26,2,0.14,790.56,2024,1,January,1,454,32.224876287062926
CA-568059,2025-03-03,2025-04-30,Same Day,CUST-6762,Allen Morrow,Home Office,West,Furniture,Bookcases,Re-contextualized client-driven open architecture,4766.82,2,0.47,-59.87,2025,3,March,1,58,-1.2559735840665265
CA-901768,2023-07-24,2025-04-29,Second Class,CUST-4306,Michael Mitchell,Consumer,East,Office Supplies,Art,Vision-oriented logistical framework,3187.45,1,0.28,-97.79,2023,7,July,3,645,-3.0679696936422536
CA-471130,2024-07-29,2025-05-04,Second Class,CUST-4258,Terry Rice,Corporate,East,Furniture,Bookcases,Intuitive 3rdgeneration project,4993.64,5,0.45,355.72,2024,7,July,3,279,7.123461042445991
CA-848229,2023-05-12,2025-05-04,First Class,CUST-3266,Sharon Burns DVM,Corporate,West,Furniture,Chairs,Phased 24/7 synergy,143.3,9,0.39,493.12,2023,5,May,2,723,344.1172365666434
CA-412657,2023-10-15,2025-05-05,First Class,CUST-9720,Jillian Wilson,Consumer,West,Furniture,Tables,Profit-focused modular hub,2209.71,7,0.08,898.74,2023,10,October,4,568,40.67230541564278
CA-386482,2024-01-15,2025-04-11,Same Day,CUST-7104,Sherry Gutierrez,Corporate,South,Furniture,Chairs,Streamlined stable approach,2864.06,4,0.31,277.62,2024,1,January,1,452,9.693232683672829
CA-703817,2024-04-24,2025-04-16,Second Class,CUST-4135,Samantha Bridges,Consumer,West,Technology,Machines,Robust disintermediate middleware,3817.74,3,0.34,585.46,2024,4,April,2,357,15.335250698056967
CA-359824,2024-12-17,2025-04-10,Standard Class,CUST-4223,Mary Walsh,Home Office,Central,Office Supplies,Labels,Synergistic holistic migration,4641.48,2,0.26,667.01,2024,12,December,4,114,14.37063178124219
CA-538441,2024-05-31,2025-04-29,Second Class,CUST-9890,Anna Welch,Corporate,East,Technology,Accessories,Progressive upward-trending benchmark,1288.66,6,0.06,629.21,2024,5,May,2,333,48.826688187729886
CA-709469,2024-10-10,2025-04-29,First Class,CUST-9416,Sierra Knox,Corporate,East,Furniture,Bookcases,Upgradable neutral customer loyalty,901.32,3,0.16,769.02,2024,10,October,4,201,85.32152842497669
CA-735310,2024-04-13,2025-04-15,First Class,CUST-2430,Jessica Chen,Home Office,East,Technology,Copiers,Ergonomic didactic projection,941.3,8,0.24,580.46,2024,4,April,2,367,61.665781366195695
CA-479459,2024-10-12,2025-04-18,Same Day,CUST-6336,Anthony Allison,Consumer,East,Furniture,Tables,Reduced static Graphic Interface,2699.36,6,0.33,609.41,2024,10,October,4,188,22.57609211072254
CA-316818,2023-09-15,2025-04-28,Standard Class,CUST-1502,Alexis Gillespie,Home Office,South,Technology,Accessories,Progressive optimal toolset,2986.79,8,0.04,659.07,2023,9,September,3,591,22.06616467846752
CA-992275,2025-02-15,2025-04-10,Second Class,CUST-2624,Teresa Garcia,Home Office,Central,Office Supplies,Storage,Future-proofed directional process improvement,2300.65,3,0.16,379.42,2025,2,February,1,54,16.49186099580553
CA-121971,2023-05-06,2025-05-02,Same Day,CUST-6121,Peggy Jones,Corporate,West,Office Supplies,Paper,Intuitive global frame,3534.94,5,0.43,552.7,2023,5,May,2,727,15.63534317414157
CA-785827,2023-10-06,2025-04-11,First Class,CUST-2785,Tara Rodriguez,Consumer,South,Technology,Phones,Diverse neutral time-frame,3191.93,5,0.39,955.4,2023,10,October,4,553,29.931734091913043
CA-561489,2024-08-30,2025-04-26,Standard Class,CUST-3169,Kelly Rubio,Consumer,West,Furniture,Chairs,Future-proofed multi-tasking Graphical User Interface,3253.5,9,0.32,659.16,2024,8,August,3,239,20.260027662517288
CA-950673,2023-10-14,2025-04-25,Standard Class,CUST-1472,Danielle Bowman,Consumer,West,Office Supplies,Art,Multi-tiered interactive collaboration,3514.48,10,0.07,411.11,2023,10,October,4,559,11.697605335639981
CA-678701,2024-11-21,2025-04-09,Standard Class,CUST-6823,Ms. Brooke Church PhD,Home Office,East,Furniture,Tables,Customer-focused stable focus group,3415.53,9,0.23,54.74,2024,11,November,4,139,1.6026795255787534
CA-320877,2023-09-21,2025-04-24,Standard Class,CUST-7059,Jim Chen,Corporate,East,Furniture,Tables,De-engineered contextually-based collaboration,4425.86,3,0.35,39.62,2023,9,September,3,581,0.8951932505772889
CA-563271,2023-09-17,2025-05-02,First Class,CUST-4960,Sarah Taylor,Consumer,South,Office Supplies,Binders,Cross-group static instruction set,3741.16,5,0.21,812.07,2023,9,September,3,593,21.70636914753713
CA-183384,2024-05-02,2025-04-19,First Class,CUST-7462,Veronica Perry,Home Office,West,Office Supplies,Storage,Multi-channeled cohesive forecast,4919.94,6,0.28,805.81,2024,5,May,2,352,16.37845176973703
CA-789299,2023-05-08,2025-04-11,Second Class,CUST-6213,Joseph Weaver,Consumer,Central,Furniture,Furnishings,Function-based stable analyzer,1971.1,4,0.32,821.6,2023,5,May,2,704,41.682309370402315
CA-985914,2024-12-12,2025-05-02,Same Day,CUST-3871,Erin Ferrell,Consumer,East,Technology,Phones,Right-sized logistical artificial intelligence,2936.22,3,0.11,963.36,2024,12,December,4,141,32.809530621002516
CA-606620,2024-06-02,2025-04-09,Same Day,CUST-5483,Miss Brandy Ruiz,Home Office,South,Office Supplies,Labels,Cross-platform intermediate frame,829.32,6,0.13,539.08,2024,6,June,2,311,65.0026527757681
CA-488651,2025-04-04,2025-04-12,First Class,CUST-7638,Alan Harris,Corporate,South,Technology,Computers,Enterprise-wide global functionalities,1797.73,1,0.37,956.82,2025,4,April,2,8,53.22378777680742
CA-397868,2024-06-04,2025-04-10,First Class,CUST-3199,Charles White,Corporate,East,Office Supplies,Storage,Digitized uniform artificial intelligence,4659.59,2,0.43,198.9,2024,6,June,2,310,4.268615908266607
CA-532304,2025-04-04,2025-05-07,Second Class,CUST-7221,Jennifer Rogers,Corporate,West,Office Supplies,Binders,User-centric tangible knowledgebase,1853.44,3,0.39,101.64,2025,4,April,2,33,5.483857044198895
CA-118490,2025-02-04,2025-04-10,Same Day,CUST-7411,John Flowers,Corporate,West,Technology,Machines,Automated maximized capacity,4920.74,1,0.48,802.54,2025,2,February,1,65,16.309335587736804
CA-314188,2024-01-10,2025-04-15,Second Class,CUST-4160,Angela Pierce,Consumer,West,Technology,Machines,Visionary executive groupware,1871.64,7,0.24,373.29,2024,1,January,1,461,19.94454061678528
CA-335057,2024-02-03,2025-04-15,Standard Class,CUST-7362,Jack Williams,Corporate,West,Office Supplies,Paper,Function-based transitional firmware,2230.5,1,0.1,563.54,2024,2,February,1,437,25.265187177762833
CA-530332,2024-10-07,2025-04-09,Same Day,CUST-4352,Tamara Smith,Home Office,South,Furniture,Furnishings,Optional zero-defect forecast,4051.74,9,0.16,451.62,2024,10,October,4,184,11.146322320780703
CA-756852,2024-11-17,2025-04-11,Standard Class,CUST-6769,Andrew Wiggins,Consumer,East,Furniture,Tables,Operative contextually-based challenge,3640.02,4,0.26,487.84,2024,11,November,4,145,13.402124164152942
CA-411851,2025-03-26,2025-04-10,Same Day,CUST-7039,Christopher Murray,Corporate,West,Technology,Computers,Right-sized dynamic emulation,785.41,9,0.19,413.67,2025,3,March,1,15,52.66930647687196
CA-778802,2023-04-28,2025-04-11,Second Class,CUST-1830,Laurie Sosa,Consumer,West,Office Supplies,Paper,Synergized discrete product,4957.36,1,0.17,504.9,2023,4,April,2,714,10.184856455855536
CA-201179,2023-12-08,2025-05-05,Same Day,CUST-3334,Stephen Luna,Home Office,West,Technology,Accessories,De-engineered asynchronous attitude,1636.31,6,0.28,445.68,2023,12,December,4,514,27.236892764818403
CA-318325,2023-10-30,2025-04-19,Second Class,CUST-8502,Dawn Torres,Consumer,South,Technology,Copiers,Mandatory interactive function,1938.56,2,0.47,767.46,2023,10,October,4,537,39.58917959722681
CA-489602,2024-01-07,2025-05-02,First Class,CUST-8105,Mr. Ryan Young MD,Consumer,East,Furniture,Bookcases,Innovative optimizing secured line,3366.83,3,0.4,-0.43,2024,1,January,1,481,-0.012771657612650476
CA-500734,2023-11-07,2025-04-13,First Class,CUST-5805,Stephen Martin,Consumer,Central,Office Supplies,Art,Front-line intermediate task-force,3418.07,4,0.41,155.44,2023,11,November,4,523,4.547595572940285
CA-472448,2024-09-08,2025-04-16,Standard Class,CUST-4864,James Murphy,Home Office,West,Office Supplies,Binders,Upgradable clear-thinking data-warehouse,361.41,9,0.21,846.41,2024,9,September,3,220,234.19661879859436
CA-529133,2023-09-03,2025-04-26,Second Class,CUST-1387,Tina Perry,Home Office,West,Technology,Copiers,Decentralized 24hour extranet,1111.04,8,0.44,108.27,2023,9,September,3,601,9.744923675115208
CA-796986,2024-09-29,2025-05-05,Standard Class,CUST-1131,Scott Bennett,Consumer,East,Furniture,Chairs,Down-sized multi-tasking leverage,1676.8,9,0.21,753.36,2024,9,September,3,218,44.92843511450382
CA-859029,2024-04-21,2025-04-23,Same Day,CUST-3050,Andrew Cook,Home Office,South,Furniture,Tables,Proactive multi-tasking focus group,1227.3,10,0.45,-10.58,2024,4,April,2,367,-0.8620549172981341
CA-937967,2023-12-11,2025-04-19,Second Class,CUST-9184,Daniel Miller,Consumer,West,Technology,Copiers,Streamlined holistic focus group,2981.8,3,0.14,-42.87,2023,12,December,4,495,-1.4377221812328123
CA-953587,2023-12-30,2025-04-25,Standard Class,CUST-2900,Sherry Powell,Corporate,South,Furniture,Furnishings,User-friendly 6thgeneration throughput,563.89,9,0.19,760.58,2023,12,December,4,482,134.88091649080496
CA-969571,2023-12-09,2025-04-21,Same Day,CUST-4535,Michael Jones,Corporate,Central,Technology,Computers,Customer-focused bandwidth-monitored hardware,3816.09,5,0.13,573.29,2023,12,December,4,499,15.02296853585738
CA-772816,2023-11-12,2025-04-11,Standard Class,CUST-8192,Craig Miller,Home Office,East,Office Supplies,Storage,Face-to-face object-oriented system engine,2789.1,6,0.25,852.19,2023,11,November,4,516,30.55430067046718
CA-984013,2023-05-03,2025-05-05,Second Class,CUST-4837,Thomas Campbell,Consumer,South,Furniture,Furnishings,Programmable 24/7 open system,4040.75,1,0.29,246.13,2023,5,May,2,733,6.0911959413475225
CA-349503,2024-01-13,2025-04-17,Second Class,CUST-4550,Nicholas Cruz,Consumer,South,Technology,Copiers,Secured well-modulated moderator,3439.79,8,0.11,220.42,2024,1,January,1,460,6.407949322487709
CA-642292,2024-12-22,2025-04-23,Same Day,CUST-4135,Mark Bennett,Home Office,East,Technology,Phones,Programmable uniform Graphic Interface,3678.13,5,0.05,895.38,2024,12,December,4,122,24.34334838627237
CA-832015,2024-04-25,2025-04-28,First Class,CUST-1456,Jonathan Campbell,Home Office,West,Furniture,Tables,Self-enabling contextually-based circuit,1710.12,4,0.47,387.16,2024,4,April,2,368,22.63934694641312
CA-648735,2023-10-15,2025-04-28,Standard Class,CUST-9897,Michelle Huff,Home Office,South,Office Supplies,Storage,Cloned 24/7 product,4547.67,3,0.16,74.51,2023,10,October,4,561,1.6384214333933642
CA-302955,2024-09-05,2025-04-22,First Class,CUST-5020,Jesse Flynn,Corporate,East,Office Supplies,Paper,Implemented modular secured line,2720.55,8,0.42,20.38,2024,9,September,3,229,0.7491132307805406
CA-953765,2023-10-10,2025-04-27,First Class,CUST-4266,Edward Patterson,Home Office,Central,Technology,Computers,Intuitive 6thgeneration algorithm,174.58,3,0.13,-30.35,2023,10,October,4,565,-17.38458013518158
CA-255465,2024-06-02,2025-04-29,Standard Class,CUST-8330,Jerry Baldwin,Home Office,West,Furniture,Chairs,Configurable radical challenge,904.36,9,0.4,216.93,2024,6,June,2,331,23.987129019417047
CA-550080,2024-04-21,2025-05-01,Standard Class,CUST-3690,Bethany Rosario,Consumer,West,Furniture,Bookcases,Phased exuding support,4515.03,9,0.41,550.81,2024,4,April,2,375,12.199475972474158
CA-193633,2024-02-03,2025-04-18,Second Class,CUST-5221,Kevin Morgan,Consumer,East,Furniture,Bookcases,Proactive didactic function,4267.84,2,0.29,828.38,2024,2,February,1,440,19.409818549898777
CA-549186,2025-01-17,2025-04-29,Same Day,CUST-1175,Monica Francis,Corporate,East,Furniture,Chairs,Fundamental methodical database,1606.06,4,0.47,377.12,2025,1,January,1,102,23.481065464553005
CA-533958,2023-09-08,2025-04-22,First Class,CUST-4974,Francisco Lawson,Consumer,South,Furniture,Bookcases,Optional multi-state middleware,3005.45,9,0.19,312.12,2023,9,September,3,592,10.385133673825884
CA-561228,2024-11-16,2025-04-17,Same Day,CUST-4866,Sarah Schneider,Home Office,West,Office Supplies,Paper,Digitized modular task-force,4506.11,9,0.35,-95.9,2024,11,November,4,152,-2.1282214593074738
CA-561093,2023-10-01,2025-04-14,Second Class,CUST-6144,Thomas Stewart,Consumer,Central,Office Supplies,Storage,Open-source exuding structure,2044.25,10,0.33,205.0,2023,10,October,4,561,10.028127675186498
CA-285271,2023-10-24,2025-04-14,Second Class,CUST-2754,Tony Martin,Corporate,West,Office Supplies,Storage,Re-engineered user-facing adapter,2985.44,1,0.27,16.45,2023,10,October,4,538,0.551007556675063
CA-729660,2025-01-15,2025-04-18,Standard Class,CUST-4791,Nathan Barrera,Corporate,West,Technology,Phones,Organic well-modulated moderator,2957.75,7,0.06,830.44,2025,1,January,1,93,28.076747527681515
CA-832549,2025-02-03,2025-05-01,First Class,CUST-4892,Jermaine Floyd,Consumer,Central,Technology,Machines,Persevering transitional protocol,3399.8,5,0.23,972.15,2025,2,February,1,87,28.59432907818107
CA-980838,2024-04-17,2025-04-30,Standard Class,CUST-8208,Nicole Blake,Consumer,West,Technology,Machines,Open-source multimedia product,1702.28,7,0.15,989.84,2024,4,April,2,378,58.14789576332918
CA-254816,2023-12-16,2025-04-26,Standard Class,CUST-5115,Sonya Allen,Corporate,Central,Office Supplies,Labels,Inverse human-resource definition,479.06,3,0.38,191.6,2023,12,December,4,497,39.99499018912036
CA-391397,2024-12-10,2025-05-06,Standard Class,CUST-2284,Maria Adams,Corporate,South,Office Supplies,Binders,Robust intangible encoding,1284.51,2,0.24,569.66,2024,12,December,4,147,44.348428583662255
CA-575234,2023-04-26,2025-04-15,Same Day,CUST-9831,Frank Singh,Corporate,South,Furniture,Tables,Operative logistical adapter,586.82,4,0.42,381.96,2023,4,April,2,720,65.08980607341263
CA-751427,2024-11-24,2025-04-11,Second Class,CUST-2622,Jon Hall,Corporate,West,Furniture,Tables,Vision-oriented encompassing standardization,1594.03,2,0.01,351.57,2024,11,November,4,138,22.055419283200443
CA-589366,2023-07-14,2025-05-05,Same Day,CUST-8016,Kimberly Butler,Consumer,West,Technology,Machines,Ameliorated well-modulated open architecture,2033.0,1,0.14,815.55,2023,7,July,3,661,40.11559272011805
CA-378576,2024-11-27,2025-04-15,Standard Class,CUST-8576,John Blevins,Home Office,West,Furniture,Chairs,Inverse intermediate capacity,1120.75,5,0.49,116.04,2024,11,November,4,139,10.353780950256525
CA-740383,2023-08-08,2025-04-19,First Class,CUST-8010,Heidi Lopez,Consumer,East,Office Supplies,Binders,Polarized intermediate solution,4787.54,2,0.43,154.54,2023,8,August,3,620,3.227962586213379
CA-161453,2024-06-26,2025-04-12,Second Class,CUST-3072,James Mason,Consumer,Central,Furniture,Furnishings,Optimized static framework,2910.09,1,0.03,335.1,2024,6,June,2,290,11.515107780171748
CA-557169,2024-04-17,2025-04-17,Second Class,CUST-5492,Jennifer Watson,Consumer,West,Furniture,Tables,Proactive value-added knowledge user,2818.3,10,0.46,403.51,2024,4,April,2,365,14.317496363055742
CA-776371,2025-01-25,2025-04-13,First Class,CUST-8437,Amy Johnson,Corporate,West,Furniture,Furnishings,Reduced demand-driven hub,4787.3,7,0.02,62.76,2025,1,January,1,78,1.310968604432561
CA-964848,2024-12-18,2025-04-15,Second Class,CUST-4577,Michael Garrett,Consumer,Central,Office Supplies,Paper,Optimized bandwidth-monitored project,127.69,8,0.45,76.03,2024,12,December,4,118,59.5426423369097
CA-149776,2024-05-25,2025-04-29,Same Day,CUST-6056,Becky Finley,Corporate,South,Furniture,Chairs,Adaptive 4thgeneration middleware,889.43,10,0.04,466.7,2024,5,May,2,339,52.47180778700966
