Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-395465,2024-02-16,2025-05-01,First Class,CUST-5329,Wanda Mann,Home Office,South,Furniture,Bookcases,Horizontal asymmetric policy,2786.34,6,0.4,549.88
CA-836144,2024-03-08,2025-04-20,Same Day,CUST-7706,Brendan Miles,Consumer,South,Furniture,Bookcases,Extended intangible Graphical User Interface,4504.82,9,0.07,649.58
CA-118687,2024-08-24,2025-04-25,First Class,CUST-1281,Vanessa Harmon,Home Office,South,Office Supplies,Labels,Upgradable zero administration superstructure,1971.07,10,0.29,543.47
CA-554448,2024-02-25,2025-04-29,Standard Class,CUST-8948,Dustin Knight,Consumer,Central,Technology,Accessories,Vision-oriented contextually-based portal,4027.89,9,0.08,363.25
CA-685923,2023-08-16,2025-04-22,First Class,CUST-9307,Amanda Mills,Corporate,South,Furniture,Chairs,Implemented asymmetric flexibility,2246.66,9,0.24,192.94
CA-947006,2023-11-09,2025-04-16,Standard Class,CUST-6330,David Hodges,Consumer,South,Furniture,Furnishings,Assimilated fresh-thinking moratorium,1294.08,7,0.06,954.8
CA-678288,2023-09-04,2025-04-26,First Class,CUST-9858,Anne King,Consumer,West,Furniture,Bookcases,Horizontal local core,3856.51,1,0.01,518.73
CA-408474,2023-08-29,2025-04-26,First Class,CUST-9612,Mr. Brian Lin,Corporate,Central,Technology,Computers,Multi-tiered directional archive,374.57,7,0.49,77.3
CA-672406,2023-07-01,2025-04-09,First Class,CUST-5457,Thomas Wright,Consumer,Central,Technology,Machines,Expanded global Internet solution,3647.05,10,0.29,297.65
CA-504366,2024-03-11,2025-05-06,Same Day,CUST-6083,Rachel Cooper,Consumer,Central,Technology,Machines,Focused bandwidth-monitored collaboration,178.52,1,0.01,139.14
CA-350026,2024-11-13,2025-04-16,Same Day,CUST-7302,Jennifer Brown,Consumer,East,Office Supplies,Art,Customizable national capacity,3220.42,6,0.12,580.27
CA-752132,2024-12-09,2025-04-13,Standard Class,CUST-7804,Jonathan Padilla,Consumer,Central,Office Supplies,Storage,Intuitive hybrid Local Area Network,326.25,7,0.03,-2.59
CA-774662,2025-01-04,2025-04-12,Standard Class,CUST-7497,Mary Martinez,Corporate,Central,Office Supplies,Binders,Configurable 24hour throughput,1336.47,7,0.37,-15.57
CA-487379,2024-07-01,2025-04-22,Second Class,CUST-7013,Michele Gomez,Corporate,Central,Technology,Computers,Adaptive didactic open architecture,1529.5,7,0.25,-57.48
CA-746624,2025-02-21,2025-04-19,Same Day,CUST-9936,Chad Roberson,Home Office,West,Office Supplies,Art,Customer-focused composite firmware,1105.03,8,0.21,587.46
CA-753380,2024-10-13,2025-04-15,Standard Class,CUST-7126,Yesenia Moss,Home Office,West,Technology,Phones,Progressive client-driven access,3966.75,6,0.1,729.08
CA-622115,2024-06-19,2025-05-06,Second Class,CUST-1529,Johnny Ford,Consumer,Central,Furniture,Tables,Reverse-engineered leadingedge model,4488.23,1,0.01,136.49
CA-611696,2023-12-02,2025-04-16,Second Class,CUST-6785,Renee Sherman,Corporate,Central,Office Supplies,Binders,Object-based systemic neural-net,4701.97,8,0.35,348.54
CA-650661,2025-02-16,2025-04-20,First Class,CUST-2668,Tyler Chandler,Consumer,West,Office Supplies,Storage,Pre-emptive zero-defect productivity,1774.51,2,0.36,79.43
CA-708941,2025-04-08,2025-05-01,Same Day,CUST-3039,Steven Baker,Consumer,Central,Furniture,Tables,Synergistic eco-centric infrastructure,1460.09,8,0.01,334.78
CA-355717,2024-12-05,2025-05-02,First Class,CUST-8674,Kristen Hamilton,Consumer,East,Office Supplies,Paper,Triple-buffered high-level firmware,1963.28,10,0.02,627.13
CA-198177,2025-01-08,2025-04-09,Standard Class,CUST-4559,Jennifer Brown,Home Office,East,Office Supplies,Binders,User-friendly intangible groupware,3941.58,2,0.41,644.94
CA-168947,2024-12-23,2025-04-18,First Class,CUST-9427,Evelyn Clark,Consumer,South,Office Supplies,Storage,Upgradable context-sensitive data-warehouse,642.25,6,0.12,-70.18
CA-516620,2023-05-16,2025-04-27,Same Day,CUST-1246,Matthew Rowe,Consumer,Central,Technology,Accessories,Multi-channeled directional groupware,4601.22,6,0.07,590.91
CA-780211,2023-06-11,2025-04-24,Second Class,CUST-8440,Timothy Barnett,Corporate,South,Technology,Copiers,Extended reciprocal interface,378.65,4,0.03,319.01
CA-622928,2023-07-26,2025-04-21,Standard Class,CUST-2344,Andrew Haney,Consumer,Central,Technology,Accessories,User-friendly needs-based toolset,2989.9,6,0.35,545.07
CA-469271,2023-12-09,2025-05-06,First Class,CUST-6131,Michael Berg,Consumer,South,Office Supplies,Binders,Operative disintermediate data-warehouse,3057.41,3,0.43,622.04
CA-814593,2024-02-06,2025-04-25,Same Day,CUST-6471,Heidi Love,Corporate,East,Furniture,Tables,Multi-layered needs-based standardization,3535.69,8,0.49,558.08
CA-335891,2024-05-17,2025-04-26,First Class,CUST-4792,Kevin Cohen,Consumer,South,Furniture,Bookcases,Streamlined 4thgeneration Graphic Interface,4057.66,4,0.21,384.81
CA-583499,2023-12-27,2025-04-16,Second Class,CUST-8692,Michael Ramsey PhD,Consumer,Central,Furniture,Chairs,Fundamental impactful Graphic Interface,559.09,6,0.29,752.66
CA-940119,2025-03-20,2025-04-20,Standard Class,CUST-2837,Lisa Greene,Consumer,East,Furniture,Tables,Quality-focused scalable encryption,3277.77,10,0.19,-47.67
CA-308243,2023-08-21,2025-04-20,Same Day,CUST-7568,Andrew Moore,Corporate,South,Furniture,Bookcases,Team-oriented bi-directional info-mediaries,4902.23,9,0.29,96.96
CA-929305,2024-04-25,2025-04-13,Same Day,CUST-6798,Jennifer Bennett,Consumer,Central,Office Supplies,Binders,Synergistic empowering monitoring,3165.72,10,0.31,419.49
CA-526659,2023-11-10,2025-04-16,Second Class,CUST-6967,Brittney Atkinson,Corporate,South,Furniture,Bookcases,Re-contextualized hybrid knowledge user,1150.59,4,0.2,139.7
CA-558302,2024-05-29,2025-04-14,Standard Class,CUST-3162,Teresa Chavez,Home Office,South,Furniture,Tables,Assimilated neutral challenge,2994.58,1,0.26,980.84
CA-907171,2024-10-25,2025-04-21,Standard Class,CUST-2130,Christopher Robinson,Corporate,West,Technology,Machines,Public-key cohesive neural-net,1145.3,10,0.45,227.94
CA-679414,2024-03-08,2025-04-16,Second Class,CUST-9100,Corey Armstrong,Consumer,East,Furniture,Tables,Stand-alone well-modulated contingency,2054.47,3,0.13,142.83
CA-774172,2024-12-23,2025-05-02,Same Day,CUST-1520,Tamara Ramos,Consumer,East,Technology,Computers,Multi-layered homogeneous challenge,2699.61,1,0.1,70.52
CA-404734,2023-09-04,2025-04-28,Standard Class,CUST-1630,Sharon Mckinney,Consumer,East,Office Supplies,Binders,Universal national knowledge user,755.96,5,0.19,465.02
CA-331779,2025-01-11,2025-04-25,Same Day,CUST-7352,Jessica Anderson,Home Office,West,Furniture,Tables,Multi-tiered directional data-warehouse,2963.61,2,0.29,623.88
CA-282456,2024-02-22,2025-04-22,Same Day,CUST-1909,Ashley Graham,Home Office,Central,Technology,Computers,Seamless logistical synergy,331.76,5,0.19,695.09
CA-728770,2023-12-14,2025-04-09,Same Day,CUST-8082,Tiffany Fletcher,Consumer,East,Furniture,Bookcases,Horizontal next generation task-force,1546.69,2,0.1,538.22
CA-964827,2025-01-09,2025-04-23,Standard Class,CUST-9633,Jacob Charles,Corporate,West,Office Supplies,Binders,Cross-group well-modulated customer loyalty,1930.08,1,0.45,425.81
CA-296304,2023-08-01,2025-04-21,First Class,CUST-7073,Penny Sullivan,Consumer,South,Office Supplies,Paper,Visionary zero administration focus group,3449.45,1,0.06,620.41
CA-596167,2025-01-23,2025-05-04,Same Day,CUST-5675,Cynthia Sanders,Home Office,South,Technology,Phones,Customizable human-resource middleware,879.97,2,0.31,110.98
CA-549828,2025-01-19,2025-05-03,Same Day,CUST-3513,Ronnie Mendez,Corporate,Central,Furniture,Furnishings,Virtual static focus group,3935.17,2,0.01,-79.1
CA-821123,2025-03-01,2025-04-29,Standard Class,CUST-1147,Amber Rodriguez,Consumer,Central,Furniture,Furnishings,Front-line well-modulated extranet,86.49,4,0.49,667.71
CA-651028,2023-05-15,2025-04-13,Second Class,CUST-7519,Manuel Goodman,Home Office,East,Office Supplies,Storage,Business-focused asymmetric open architecture,4597.51,7,0.16,887.05
CA-365844,2024-03-02,2025-05-01,First Class,CUST-6912,Mark Velazquez,Home Office,Central,Office Supplies,Art,De-engineered bi-directional conglomeration,4851.55,10,0.38,937.57
CA-923894,2024-07-26,2025-04-09,Second Class,CUST-3200,Kirk Bishop DDS,Home Office,Central,Furniture,Furnishings,Streamlined discrete task-force,532.99,4,0.1,895.35
CA-596141,2024-02-14,2025-05-01,Standard Class,CUST-6938,Pamela Barnes,Corporate,East,Furniture,Chairs,Object-based 6thgeneration throughput,711.42,2,0.01,197.47
CA-826652,2025-01-29,2025-04-11,Same Day,CUST-5017,Christine Chan,Consumer,South,Furniture,Bookcases,Enterprise-wide 24hour core,1328.65,8,0.26,790.27
CA-684732,2023-06-07,2025-04-15,Second Class,CUST-4800,Kelly Ellis,Home Office,Central,Furniture,Chairs,Streamlined directional access,3071.71,6,0.14,501.19
CA-725845,2024-11-12,2025-04-09,Standard Class,CUST-2742,Tricia Rodriguez,Corporate,Central,Furniture,Chairs,Robust methodical benchmark,3604.14,9,0.18,977.86
CA-485198,2024-10-27,2025-04-22,Second Class,CUST-9887,Jason Williams,Home Office,West,Office Supplies,Storage,Digitized attitude-oriented focus group,2722.71,6,0.32,844.41
CA-105391,2024-03-06,2025-04-22,Standard Class,CUST-2386,Christopher Jackson,Corporate,South,Furniture,Chairs,Multi-layered fault-tolerant support,3911.57,7,0.01,82.52
CA-270617,2024-07-03,2025-05-03,Same Day,CUST-7293,Tiffany Hernandez,Corporate,South,Office Supplies,Labels,Public-key encompassing concept,4281.31,9,0.03,727.89
CA-570747,2023-11-02,2025-05-08,Second Class,CUST-5533,Steve Jones,Home Office,East,Furniture,Chairs,Programmable demand-driven orchestration,649.78,10,0.41,43.99
CA-883459,2024-07-15,2025-05-02,Same Day,CUST-5663,Sarah Parker,Corporate,West,Technology,Accessories,Quality-focused executive architecture,2046.11,2,0.0,793.16
CA-759037,2025-01-02,2025-04-30,First Class,CUST-8598,Aaron Howe,Corporate,West,Office Supplies,Art,Ergonomic systemic access,3230.53,8,0.46,229.72
CA-548221,2024-08-23,2025-04-21,Standard Class,CUST-1693,Anthony Hawkins,Corporate,Central,Technology,Machines,Organized hybrid migration,3022.58,2,0.35,520.37
CA-714882,2023-04-19,2025-04-28,Same Day,CUST-8242,Marc Ross,Consumer,South,Technology,Machines,Exclusive interactive structure,1821.07,10,0.06,939.84
CA-705510,2023-09-06,2025-04-10,First Class,CUST-4119,Charles Spears,Home Office,Central,Office Supplies,Art,Synergized full-range contingency,3436.32,2,0.16,636.31
CA-302943,2025-04-03,2025-04-10,First Class,CUST-7038,William West,Consumer,West,Furniture,Bookcases,Mandatory bi-directional website,1216.56,7,0.47,530.27
CA-673068,2023-06-03,2025-04-15,Same Day,CUST-4242,Robert Frost,Consumer,West,Office Supplies,Labels,Re-engineered zero tolerance knowledge user,3358.52,7,0.45,394.46
CA-834543,2024-09-04,2025-04-11,Same Day,CUST-5500,John Brown,Consumer,East,Furniture,Tables,Multi-layered local Internet solution,3303.98,10,0.13,288.93
CA-861836,2024-05-22,2025-04-30,Standard Class,CUST-6057,Katie Watkins,Consumer,Central,Furniture,Tables,Phased logistical moderator,1819.04,4,0.21,69.01
CA-298458,2025-03-26,2025-05-04,Second Class,CUST-8780,Matthew Freeman,Home Office,West,Office Supplies,Storage,Re-contextualized system-worthy standardization,2170.26,5,0.26,186.79
CA-951003,2024-01-31,2025-04-21,Standard Class,CUST-3822,Paula Reynolds,Corporate,South,Office Supplies,Binders,Advanced regional task-force,290.18,10,0.24,323.97
CA-863604,2024-05-25,2025-04-15,Second Class,CUST-5023,Raymond Jackson,Corporate,Central,Technology,Computers,Centralized holistic info-mediaries,4976.6,6,0.01,552.37
CA-245667,2024-09-23,2025-04-25,Standard Class,CUST-8748,Stacey Knight,Home Office,South,Technology,Accessories,Reactive tangible complexity,680.52,9,0.42,188.51
CA-588216,2024-05-08,2025-04-16,First Class,CUST-1936,Amber Schmidt,Consumer,Central,Technology,Machines,Integrated well-modulated encoding,3510.13,1,0.08,685.95
CA-529779,2023-12-05,2025-05-01,Standard Class,CUST-4860,Judy Walker,Home Office,West,Technology,Accessories,Devolved executive methodology,1346.2,10,0.2,957.19
CA-430541,2023-12-17,2025-04-23,Same Day,CUST-1066,Elizabeth Ramirez,Corporate,South,Furniture,Furnishings,Inverse bifurcated migration,4261.78,7,0.23,597.13
CA-333175,2024-03-06,2025-04-24,Standard Class,CUST-3094,Megan Owens,Home Office,East,Furniture,Chairs,Stand-alone 3rdgeneration budgetary management,4436.1,8,0.29,501.16
CA-763328,2024-09-13,2025-04-15,Standard Class,CUST-1775,Sara Alvarez,Corporate,West,Technology,Phones,Networked user-facing orchestration,2647.49,4,0.11,74.26
CA-518373,2024-12-12,2025-05-05,Same Day,CUST-5293,William Rogers,Corporate,East,Furniture,Furnishings,Persistent intangible system engine,2489.92,6,0.16,491.04
CA-722986,2023-04-27,2025-04-24,Same Day,CUST-3442,Andrew Roberson,Corporate,East,Office Supplies,Paper,Cross-platform logistical model,527.31,5,0.08,882.04
CA-654865,2023-05-09,2025-05-02,Second Class,CUST-8012,Heather Smith,Consumer,East,Office Supplies,Binders,Proactive user-facing core,2595.17,7,0.06,-9.37
CA-685640,2023-07-29,2025-05-08,Standard Class,CUST-1332,Joel Johnston,Corporate,South,Technology,Machines,Enhanced multi-state orchestration,2392.96,9,0.36,464.33
CA-790666,2024-06-27,2025-04-15,First Class,CUST-6713,Margaret Diaz DDS,Corporate,South,Office Supplies,Storage,Persevering bottom-line secured line,2298.78,8,0.37,259.62
CA-836955,2023-04-18,2025-04-19,First Class,CUST-9909,Shannon Adams,Consumer,Central,Office Supplies,Binders,Compatible bottom-line orchestration,1870.73,3,0.22,361.58
CA-504991,2024-06-05,2025-05-02,Second Class,CUST-2562,Valerie Stone,Home Office,East,Technology,Copiers,Customer-focused client-driven instruction set,380.21,9,0.14,351.54
CA-689914,2023-10-17,2025-04-19,Standard Class,CUST-7502,Jessica Hull,Corporate,West,Office Supplies,Binders,Persistent incremental initiative,4093.5,4,0.43,116.15
CA-281393,2024-09-05,2025-04-13,First Class,CUST-9362,Megan Barrera,Home Office,South,Technology,Phones,Customer-focused 24hour projection,2086.75,9,0.13,668.15
CA-553492,2024-05-15,2025-04-20,Same Day,CUST-1349,Sherry Knight,Corporate,South,Furniture,Bookcases,Enterprise-wide human-resource instruction set,2327.67,4,0.05,303.96
CA-384486,2023-09-12,2025-04-21,Second Class,CUST-4261,Dawn Schaefer,Consumer,West,Technology,Accessories,Monitored multi-tasking Graphical User Interface,3151.63,5,0.4,639.31
CA-773478,2024-06-22,2025-04-14,Second Class,CUST-4276,Thomas Munoz,Consumer,South,Furniture,Tables,Digitized fresh-thinking extranet,3782.92,2,0.48,-6.62
CA-973258,2023-12-05,2025-04-15,Standard Class,CUST-6833,Sean Perez,Home Office,South,Office Supplies,Binders,Reactive content-based interface,1957.6,1,0.29,216.68
CA-879086,2023-05-26,2025-04-30,Standard Class,CUST-5146,Dr. Steven Taylor,Consumer,East,Furniture,Furnishings,Persevering homogeneous hub,4124.58,3,0.39,336.85
CA-387543,2023-11-26,2025-04-09,Standard Class,CUST-6892,Michelle Jenkins,Corporate,South,Office Supplies,Binders,Horizontal demand-driven ability,4358.01,4,0.16,150.84
CA-579634,2023-08-20,2025-04-17,First Class,CUST-2399,Deborah Schmidt,Consumer,South,Office Supplies,Paper,Exclusive bi-directional database,3557.33,7,0.02,631.03
CA-189528,2024-10-22,2025-04-20,Standard Class,CUST-8666,Elizabeth Baxter,Corporate,Central,Technology,Phones,Profound web-enabled forecast,2302.15,5,0.32,-78.71
CA-422474,2025-03-04,2025-04-19,First Class,CUST-5559,Mr. Scott Love,Corporate,West,Technology,Accessories,Synergistic multi-state workforce,3164.49,6,0.43,563.56
CA-676614,2024-10-08,2025-04-29,Same Day,CUST-1463,Robert Valdez,Home Office,Central,Furniture,Chairs,Multi-lateral 5thgeneration standardization,3553.33,5,0.1,546.2
CA-477123,2024-09-12,2025-04-23,First Class,CUST-7958,Scott Jordan,Corporate,West,Office Supplies,Art,Team-oriented dynamic superstructure,3502.41,10,0.39,689.19
CA-760150,2024-02-16,2025-05-08,Standard Class,CUST-4701,Shawn Mcdonald,Corporate,Central,Furniture,Chairs,Up-sized systemic hardware,3347.56,10,0.25,624.86
CA-833613,2023-08-27,2025-04-29,Second Class,CUST-1595,Katherine Cameron,Consumer,Central,Furniture,Tables,Visionary 5thgeneration benchmark,1236.1,9,0.26,16.52
CA-334414,2024-03-30,2025-05-04,Second Class,CUST-2530,Debra Banks,Corporate,West,Furniture,Furnishings,Synergized dedicated adapter,3159.68,2,0.34,109.09
CA-566858,2025-01-21,2025-04-26,Second Class,CUST-9451,Jennifer Nguyen,Consumer,South,Technology,Accessories,Virtual next generation access,2055.0,10,0.19,226.12
CA-814987,2023-10-29,2025-05-06,First Class,CUST-5992,Timothy Martin,Corporate,South,Office Supplies,Labels,Enhanced next generation extranet,4035.27,5,0.44,688.29
CA-759951,2024-06-18,2025-04-27,Standard Class,CUST-2622,Brian Flores,Consumer,West,Office Supplies,Binders,Configurable intangible task-force,4907.8,6,0.42,897.82
CA-374877,2023-07-27,2025-04-23,First Class,CUST-1756,Jeffrey Johnson,Corporate,South,Technology,Phones,Versatile web-enabled challenge,3452.69,4,0.06,527.82
CA-430152,2025-02-13,2025-05-03,Same Day,CUST-2261,Cindy Douglas,Consumer,East,Furniture,Chairs,Secured mobile superstructure,4260.64,4,0.29,624.27
CA-919454,2024-02-04,2025-04-09,Second Class,CUST-4476,Colleen Wilson,Home Office,Central,Technology,Computers,Profound object-oriented groupware,2544.15,10,0.37,246.07
CA-646433,2023-06-18,2025-04-18,Second Class,CUST-2176,Jason Fuller,Consumer,South,Office Supplies,Storage,Assimilated empowering paradigm,311.6,6,0.46,98.56
CA-967024,2023-07-13,2025-04-22,First Class,CUST-9193,Paul Park,Corporate,East,Furniture,Furnishings,Sharable radical info-mediaries,2950.27,6,0.25,671.53
CA-781118,2023-09-06,2025-04-22,Same Day,CUST-1463,Tina Mendoza,Consumer,South,Furniture,Tables,Reduced mobile firmware,4591.25,5,0.27,110.28
CA-319415,2025-02-09,2025-04-21,Second Class,CUST-3500,Jason Jennings,Home Office,East,Technology,Copiers,Re-engineered 4thgeneration portal,3812.16,6,0.45,171.14
CA-817731,2023-10-25,2025-05-06,Second Class,CUST-3364,Joseph Hoffman,Home Office,West,Technology,Phones,Horizontal fresh-thinking process improvement,1248.12,6,0.16,-67.82
CA-925291,2023-05-08,2025-04-21,Second Class,CUST-3597,Laura Jenkins,Home Office,East,Office Supplies,Paper,Enhanced homogeneous synergy,4987.7,2,0.02,-5.18
CA-204942,2024-09-20,2025-04-16,Same Day,CUST-3664,Whitney Payne,Consumer,Central,Furniture,Furnishings,Robust maximized time-frame,351.28,10,0.17,-36.78
CA-200965,2025-03-06,2025-05-06,Second Class,CUST-6972,Billy Martin,Home Office,South,Technology,Copiers,User-friendly empowering methodology,2682.01,3,0.3,814.72
CA-364146,2023-10-02,2025-05-03,First Class,CUST-9932,Megan Hall,Consumer,Central,Technology,Copiers,Configurable non-volatile core,2431.04,5,0.14,531.21
CA-766315,2024-03-20,2025-04-29,Standard Class,CUST-2896,Elizabeth Hoffman,Consumer,South,Technology,Machines,Programmable coherent solution,866.74,2,0.13,924.6
CA-496256,2025-03-28,2025-04-29,First Class,CUST-7906,Drew Garcia,Corporate,East,Office Supplies,Labels,Cross-group heuristic Graphical User Interface,2930.21,4,0.37,413.29
CA-851139,2025-02-28,2025-05-04,Same Day,CUST-6345,Jeffery Mcguire,Consumer,East,Office Supplies,Storage,Monitored radical policy,3455.47,9,0.26,361.78
CA-704567,2025-02-05,2025-05-01,Standard Class,CUST-3428,Patricia Callahan,Home Office,West,Furniture,Bookcases,Cross-platform composite standardization,2030.4,10,0.09,908.56
CA-949205,2024-12-04,2025-04-28,Same Day,CUST-7072,Calvin Robinson,Corporate,East,Furniture,Furnishings,User-centric global standardization,149.78,3,0.29,-76.9
CA-240567,2025-03-05,2025-04-22,Standard Class,CUST-2485,Brooke Peters,Corporate,West,Technology,Machines,User-centric executive hub,4529.4,6,0.34,167.34
CA-872941,2024-06-06,2025-04-12,Standard Class,CUST-3637,Katie Franklin,Home Office,South,Furniture,Chairs,Multi-channeled directional architecture,1868.77,10,0.24,75.56
CA-980309,2025-03-28,2025-04-15,Second Class,CUST-2468,Cameron Lawrence,Corporate,Central,Office Supplies,Labels,Mandatory bottom-line firmware,3425.91,4,0.05,953.86
CA-714591,2024-11-23,2025-04-15,Same Day,CUST-6269,Jillian Ware,Corporate,East,Office Supplies,Art,Monitored didactic core,2746.32,8,0.21,65.09
CA-123195,2023-08-24,2025-04-19,Standard Class,CUST-3272,Russell Myers,Home Office,East,Office Supplies,Art,User-centric 4thgeneration flexibility,4423.18,8,0.28,734.43
CA-106941,2023-08-13,2025-05-06,Second Class,CUST-8403,Gilbert Pearson,Home Office,West,Furniture,Chairs,Balanced methodical matrices,1502.16,10,0.41,521.97
CA-673456,2025-01-18,2025-04-16,Second Class,CUST-1677,Paul Combs,Corporate,West,Technology,Copiers,Front-line logistical toolset,2885.22,6,0.47,-83.13
CA-267608,2025-03-08,2025-04-09,Standard Class,CUST-6094,Beverly Shields,Consumer,South,Technology,Accessories,Reduced dedicated capability,3895.57,4,0.03,177.81
CA-160043,2023-05-03,2025-05-08,First Class,CUST-9345,Christopher Bush,Corporate,Central,Furniture,Bookcases,Inverse upward-trending utilization,1003.93,4,0.01,320.08
CA-995606,2025-02-26,2025-04-27,Second Class,CUST-5974,Meredith Frey,Corporate,East,Furniture,Chairs,Cross-platform discrete Graphical User Interface,3366.82,3,0.26,284.4
CA-282834,2023-11-10,2025-04-21,Standard Class,CUST-5209,Patrick Sullivan MD,Home Office,Central,Technology,Computers,Fully-configurable interactive paradigm,3769.1,10,0.44,987.86
CA-875415,2024-06-28,2025-05-05,Same Day,CUST-3602,Kendra Giles,Home Office,East,Furniture,Bookcases,Synchronized interactive info-mediaries,1735.95,8,0.18,52.95
CA-168123,2024-07-29,2025-04-26,First Class,CUST-7658,Mr. James Stanley,Home Office,South,Office Supplies,Storage,Switchable tangible knowledgebase,469.99,8,0.31,222.11
CA-170852,2025-02-25,2025-04-17,Second Class,CUST-1519,Adam Hale,Consumer,South,Technology,Accessories,Assimilated mission-critical software,2690.15,10,0.41,539.1
CA-438714,2024-11-29,2025-04-26,Second Class,CUST-1002,Chelsea Carpenter,Home Office,South,Technology,Machines,Switchable interactive algorithm,3494.11,7,0.31,858.37
CA-832436,2024-07-19,2025-05-03,Same Day,CUST-2270,Ralph Garcia,Corporate,East,Furniture,Tables,Switchable contextually-based open architecture,4019.39,10,0.42,983.54
CA-253008,2025-01-10,2025-05-08,Same Day,CUST-2041,Dustin Green,Home Office,East,Furniture,Chairs,Virtual uniform portal,1142.12,1,0.36,366.12
CA-967634,2024-10-19,2025-04-20,First Class,CUST-6247,Christopher Page,Consumer,East,Technology,Copiers,Triple-buffered systemic groupware,2519.8,6,0.47,427.71
CA-878113,2024-09-10,2025-04-12,First Class,CUST-8356,Karen Perez,Consumer,East,Technology,Computers,Object-based multi-state time-frame,2703.48,3,0.11,-94.29
CA-265064,2025-01-01,2025-04-29,Standard Class,CUST-1893,Barbara Mcneil,Consumer,East,Furniture,Bookcases,Intuitive system-worthy productivity,1341.52,8,0.05,32.68
CA-960782,2025-03-18,2025-04-09,First Class,CUST-5161,Lori Rogers,Consumer,Central,Office Supplies,Storage,Self-enabling homogeneous project,1907.91,6,0.48,604.14
CA-773798,2023-12-08,2025-04-14,Standard Class,CUST-6271,Paul Rose,Consumer,West,Office Supplies,Paper,Multi-lateral global approach,2296.18,2,0.29,10.4
CA-265228,2024-12-09,2025-05-04,Same Day,CUST-8737,Jonathan Nielsen,Home Office,East,Technology,Computers,Organized exuding frame,2411.86,8,0.23,168.1
CA-262110,2024-07-18,2025-04-13,Second Class,CUST-4009,Hannah Banks,Home Office,Central,Technology,Phones,Cross-platform systemic array,4896.58,1,0.1,660.69
CA-103846,2025-02-15,2025-04-16,Standard Class,CUST-2680,Jill Taylor,Corporate,West,Furniture,Tables,Seamless 3rdgeneration capability,389.53,2,0.45,278.46
CA-759450,2023-08-09,2025-04-20,Same Day,CUST-6055,Jason Bradley,Consumer,East,Technology,Accessories,Ergonomic dedicated function,2274.48,6,0.42,791.87
CA-866619,2023-06-22,2025-05-08,Same Day,CUST-4360,Mark Lloyd,Home Office,South,Furniture,Bookcases,Realigned client-driven time-frame,1584.43,3,0.08,438.95
CA-888273,2023-07-16,2025-04-17,Standard Class,CUST-5171,Jennifer Thomas,Corporate,South,Office Supplies,Binders,Triple-buffered executive support,3266.25,3,0.23,76.42
CA-597077,2023-11-07,2025-04-23,Standard Class,CUST-1837,Kristin Rivera,Corporate,West,Furniture,Bookcases,Automated interactive interface,1357.87,6,0.46,-26.39
CA-378452,2023-11-01,2025-04-12,First Class,CUST-2461,Susan Mosley,Home Office,Central,Office Supplies,Paper,Profound bandwidth-monitored initiative,506.99,7,0.03,541.37
CA-730153,2024-09-04,2025-04-13,Second Class,CUST-1993,Brad Walton,Corporate,East,Office Supplies,Binders,Phased uniform adapter,4244.16,8,0.17,727.88
CA-944373,2023-06-10,2025-04-24,Same Day,CUST-9492,William Clark,Home Office,West,Furniture,Tables,Operative logistical installation,2446.77,8,0.35,943.95
CA-547178,2023-08-23,2025-04-22,First Class,CUST-1465,Lawrence Walker,Home Office,East,Office Supplies,Paper,Self-enabling cohesive encoding,2856.63,10,0.42,878.62
CA-656635,2025-02-06,2025-04-18,Second Class,CUST-5912,Andre Gray,Corporate,West,Technology,Accessories,Persistent needs-based hierarchy,3712.48,10,0.02,179.51
CA-800547,2024-04-20,2025-05-05,Second Class,CUST-5811,Daniel White,Home Office,Central,Office Supplies,Storage,Streamlined dedicated access,2198.73,6,0.0,-73.42
CA-552878,2024-11-06,2025-05-05,First Class,CUST-3629,Rebecca Pearson,Home Office,West,Technology,Accessories,Adaptive demand-driven architecture,693.41,3,0.32,532.98
CA-611838,2024-12-03,2025-04-09,Same Day,CUST-9562,Sharon Smith,Home Office,West,Office Supplies,Binders,Compatible logistical neural-net,3257.68,10,0.26,654.44
CA-263659,2023-11-03,2025-04-17,Standard Class,CUST-8815,Madison Hill,Consumer,South,Furniture,Bookcases,Stand-alone bifurcated knowledgebase,3601.97,3,0.34,885.96
CA-552283,2024-03-08,2025-05-06,First Class,CUST-5754,Brittany Richmond,Home Office,Central,Technology,Computers,Compatible local projection,1060.4,1,0.49,-94.96
CA-454610,2024-05-04,2025-04-17,Standard Class,CUST-5542,Pamela Montoya,Home Office,East,Technology,Computers,Front-line bi-directional hardware,65.73,8,0.26,489.54
CA-656108,2024-07-29,2025-04-25,First Class,CUST-5298,Christopher Durham,Home Office,South,Technology,Copiers,Visionary modular moderator,4062.62,4,0.16,816.49
CA-800858,2023-10-30,2025-05-01,Standard Class,CUST-3385,Tyler Russell DVM,Consumer,Central,Furniture,Furnishings,Stand-alone radical info-mediaries,4038.93,8,0.24,59.75
CA-649774,2024-12-06,2025-04-14,Same Day,CUST-2285,Matthew May,Home Office,East,Office Supplies,Paper,Future-proofed grid-enabled monitoring,2155.9,8,0.02,465.08
